"Source2","Min.same","Min.diff","Strain","Isolate","state","SNP.cluster","season"
"environment",0,11,"FDA197101-16","PDT000077335.2","NY","PDS000024856.163","Summer"
"sea_food",17,14,"FDA476976-Pal2","PDT000077336.2","NY","PDS000003223.14","Fall"
"environment",0,10,"FDA356945-4","PDT000077337.2","NY","PDS000024856.163","Winter"
"environment",3,16,"FDA230701-1","PDT000077338.2","NY","PDS000024856.163","Spring"
"environment",3,9,"FDA197101-10","PDT000077339.2","NY","PDS000025311.254","Summer"
"environment",10,27,"FDA532153-22","PDT000077341.2","NY","PDS000003277.110","Fall"
"environment",6,7,"FDA469168-180","PDT000077342.2","NY","PDS000024645.152","Spring"
"environment",3,26,"FDA476975-4","PDT000077343.2","NY","PDS000025156.35","Fall"
"environment",23,26,"FDA469168-157","PDT000077344.2","NY","PDS000003204.124","Spring"
"environment",0,28,"FDA624067 22-1","PDT000077353.2","CA","PDS000024989.120","Summer"
"environment",5,37,"FDA872354-86-6","PDT000077366.2","WA","PDS000024989.120","Summer"
"fruits",12,14,"FDA911512-1","PDT000077433.4","MI","PDS000000318.69","Summer"
"environment",6,33,"FDA839650-16","PDT000077446.2","CA","PDS000024989.120","Spring"
"environment",3,30,"FDA839650-95-10","PDT000077452.2","CA","PDS000024989.120","Spring"
"environment",27,28,"FDA863963-16","PDT000069040.2","GA","PDS000025113.12","Spring"
"other",0,12,"NYAG_15B05303","PDT000069044.3","NY","PDS000000366.504","Summer"
"sea_food",5,3,"FDA899586","PDT000069218.5","Other","PDS000024806.16","Summer"
"fruits",1,1,"CFSAN023463","PDT000069363.2","CA","PDS000024934.85","Summer"
"environment",11,26,"FDA915071-44-1","PDT000069495.2","HI","PDS000024574.25","Summer"
"environment",5,35,"FDA915071-61-1","PDT000069497.2","HI","PDS000024574.25","Summer"
"environment",2,32,"FDA915071-56-1","PDT000069498.2","HI","PDS000024574.25","Summer"
"environment",1,21,"FDA867935-49","PDT000069733.2","FL","PDS000024574.25","Summer"
"environment",19,42,"FDA490369-78","PDT000069757.2","OK","PDS000024810.2","Fall"
"sea_food",19,43,"FDA337437","PDT000069785.2","OK","PDS000024810.2","Summer"
"environment",1,22,"FDA867935-48","PDT000069802.2","FL","PDS000024574.25","Summer"
"environment",0,0,"FDA886735-17","PDT000069819.2","VA","PDS000024822.2","Summer"
"environment",2,24,"FDA867935-38","PDT000069828.2","FL","PDS000024574.25","Summer"
"environment",7,37,"FDA607429 35-3","PDT000069848.2","CO","PDS000003313.18","Spring"
"environment",1,27,"TX-ACF1401464","PDT000077820.2","TX","PDS000024767.24","Summer"
"environment",0,1,"TX-ACF1401158","PDT000077821.2","TX","PDS000024639.22","Spring"
"meat",5,35,"TX-ACF1400883","PDT000077826.2","TX","PDS000024230.4","Spring"
"environment",0,0,"TX-ACF1400909","PDT000077834.2","TX","PDS000024989.120","Spring"
"meat",0,30,"TX-ACF1401440","PDT000077836.2","TX","PDS000024230.4","Summer"
"meat",2,32,"TX-ACF1400453","PDT000077839.2","TX","PDS000024230.4","Spring"
"meat",4,32,"TX-ACF1400463","PDT000077840.2","TX","PDS000024230.4","Spring"
"environment",6,42,"FDA848181-9-1","PDT000078701.2","CA","PDS000003313.18","Summer"
"environment",5,41,"FDA848181-41-1","PDT000078702.2","CA","PDS000003313.18","Summer"
"environment",19,55,"FDA848181-42-1","PDT000078703.2","CA","PDS000003313.18","Summer"
"environment",14,47,"FDA848181-79-1","PDT000078704.2","CA","PDS000003313.18","Summer"
"environment",1,37,"FDA848181-52-1","PDT000078705.2","CA","PDS000024989.120","Summer"
"environment",0,40,"FDA848181-72-6","PDT000078706.2","CA","PDS000024989.120","Summer"
"environment",3,40,"FDA848181-9-8","PDT000078711.2","CA","PDS000024989.120","Summer"
"environment",3,39,"FDA848181-11-1","PDT000078712.2","CA","PDS000003313.18","Summer"
"environment",1,38,"FDA848181-42-8","PDT000078713.2","CA","PDS000024989.120","Summer"
"environment",3,39,"FDA848181-55-1","PDT000078714.2","CA","PDS000003313.18","Summer"
"environment",0,40,"FDA848181-72-1","PDT000078715.2","CA","PDS000024989.120","Summer"
"environment",2,38,"FDA848181-12-1","PDT000078720.2","CA","PDS000003313.18","Summer"
"environment",4,40,"FDA848181-14-1","PDT000078721.2","CA","PDS000003313.18","Summer"
"environment",3,41,"FDA848181-53-1","PDT000078722.2","CA","PDS000024989.120","Summer"
"environment",2,9,"FDA848181-55-6","PDT000078723.3","CA","PDS000024647.66","Summer"
"environment",2,38,"FDA848181-98-1","PDT000078724.2","CA","PDS000003313.18","Summer"
"environment",3,39,"FDA848181-13-1","PDT000078726.2","CA","PDS000003313.18","Summer"
"environment",2,39,"FDA848181-13-8","PDT000078727.2","CA","PDS000024989.120","Summer"
"fruits",0,1,"MOD1_LS1004","PDT000078728.1","CA","PDS000024934.85","Summer"
"fruits",0,0,"CFSAN023468","PDT000078729.1","CA","PDS000024934.85","Summer"
"fruits",0,1,"MOD1_LS996","PDT000078730.1","CA","PDS000024934.85","Summer"
"fruits",0,1,"MOD1_LS1010","PDT000078731.1","CA","PDS000024934.85","Summer"
"fruits",0,2,"MOD1_LS1011","PDT000078732.1","CA","PDS000024934.85","Summer"
"fruits",0,1,"MOD1_LS1009","PDT000078733.1","CA","PDS000024934.85","Summer"
"fruits",0,3,"CFSAN023465","PDT000078734.1","CA","PDS000024934.85","Summer"
"fruits",0,0,"MOD1_LS1005","PDT000078735.1","CA","PDS000024956.4","Summer"
"dairy",0,19,"CFSAN028744","PDT000072638.2","MD","PDS000024989.120","Spring"
"dairy",1,35,"CFSAN028730","PDT000072639.2","CT","PDS000083553.8","Winter"
"dairy",0,20,"CFSAN028764","PDT000072640.2","MD","PDS000024989.120","Fall"
"vegetables",0,6,"CFSAN028768","PDT000072641.2","MD","PDS000024989.120","Fall"
"dairy",2,7,"CFSAN034234","PDT000072644.2","TX","PDS000025233.7","Spring"
"sea_food",0,26,"CFSAN028726","PDT000072645.2","CT","PDS000025423.8","Summer"
"fruits",4,35,"CFSAN028727","PDT000072646.2","CT","PDS000083553.8","Winter"
"vegetables",0,6,"CFSAN028777","PDT000072647.2","MD","PDS000024989.120","Winter"
"dairy",2,5,"CFSAN028686","PDT000072655.2","CA","PDS000024511.5","Spring"
"dairy",0,34,"CFSAN028740","PDT000072657.2","CT","PDS000083553.8","Spring"
"dairy",0,34,"CFSAN028729","PDT000072658.2","CT","PDS000083553.8","Winter"
"environment",6,19,"FDA894980-54-1","PDT000076980.2","CA","PDS000003204.124","Summer"
"environment",6,19,"FDA894980-50-1","PDT000076981.2","CA","PDS000003204.124","Summer"
"meat",0,30,"TX-ACF1400448","PDT000077062.2","TX","PDS000024230.4","Spring"
"environment",2,29,"FDA839650-9","PDT000077466.2","CA","PDS000024989.120","Spring"
"environment",1,30,"FDA839650-40","PDT000077472.2","CA","PDS000024989.120","Spring"
"environment",0,28,"FDA839650-8","PDT000077498.2","CA","PDS000024989.120","Spring"
"sea_food",2,28,"CFSAN028725","PDT000072605.2","CT","PDS000025423.8","Summer"
"environment",3,3,"CFSAN035208","PDT000072610.2","WI","PDS000024781.2","Summer"
"dairy",1,4,"CFSAN028685","PDT000072613.2","CA","PDS000024511.5","Spring"
"environment",22,24,"FDA656703 52-1","PDT000111592.2","NJ","PDS000003178.36","Summer"
"environment",12,15,"FDA947916-1278","PDT000112618.2","MA","PDS000024645.152","Winter"
"environment",0,0,"FDA947916-1279","PDT000112619.2","MA","PDS000024867.3","Winter"
"environment",1,1,"FDA947916-1281","PDT000112620.2","MA","PDS000024867.3","Winter"
"environment",1,22,"FDA947916-1286","PDT000112621.2","MA","PDS000000366.504","Winter"
"dairy",0,11,"FLAG-64666","PDT000112942.2","FL","PDS000024560.1","Spring"
"poultry",0,11,"FLAG-64653","PDT000112943.2","FL","PDS000024560.1","Spring"
"other",0,25,"FLAG-74891","PDT000113057.2","FL","PDS000024385.7","Fall"
"poultry",0,11,"FLAG-64656","PDT000113070.2","FL","PDS000024560.1","Spring"
"poultry",0,11,"FLAG-64657","PDT000113071.2","FL","PDS000024560.1","Spring"
"dairy",0,11,"FLAG-64660","PDT000113072.2","FL","PDS000024560.1","Spring"
"dairy",0,11,"FLAG-64665","PDT000113073.2","FL","PDS000024560.1","Spring"
"poultry",0,11,"FLAG-64655","PDT000113075.2","FL","PDS000024560.1","Spring"
"poultry",0,11,"FLAG-64654","PDT000113076.2","FL","PDS000024560.1","Spring"
"poultry",0,27,"FLAG-64734","PDT000113081.2","FL","PDS000083553.8","Spring"
"meat",1,28,"FLAG-64732","PDT000113092.2","FL","PDS000083553.8","Spring"
"poultry",0,27,"FLAG-64731","PDT000113094.2","FL","PDS000083553.8","Spring"
"fruits",3,29,"CFSAN026577","PDT000113102.1","PA","PDS000000253.17","Fall"
"fruits",1,31,"CFSAN026578","PDT000113103.1","PA","PDS000000253.17","Fall"
"fruits",0,30,"CFSAN026579","PDT000113104.1","PA","PDS000000253.17","Fall"
"environment",3,27,"CFSAN026588","PDT000113111.1","NC","PDS000000299.9","Summer"
"environment",3,26,"CFSAN026589","PDT000113112.1","NC","PDS000000299.9","Summer"
"environment",0,0,"FDA947916-1283","PDT000113633.2","MA","PDS000024867.3","Winter"
"other",0,17,"FLAG-62043","PDT000121699.2","FL","PDS000000366.504","Winter"
"meat",3,3,"FLAG-66752","PDT000121700.2","FL","PDS000000366.504","Summer"
"other",10,11,"FLAG-66502","PDT000121701.2","FL","PDS000025433.69","Summer"
"poultry",1,12,"FLAG-64658","PDT000121702.2","FL","PDS000024560.1","Spring"
"vegetables",2,20,"FLAG-66015","PDT000121703.2","FL","PDS000000366.504","Summer"
"dairy",0,11,"FLAG-62087","PDT000121704.2","FL","PDS000024560.1","Winter"
"poultry",6,15,"FLAG-69106","PDT000121708.2","FL","PDS000024556.1","Winter"
"other",0,17,"FLAG-62042","PDT000121710.2","FL","PDS000000366.504","Winter"
"environment",4,7,"FDA950087-103-150","PDT000121793.2","WA","PDS000000305.37","Spring"
"environment",4,5,"FDA950087-104-164","PDT000121797.2","WA","PDS000000305.37","Spring"
"environment",2,25,"FDA610697 8-1","PDT000121855.2","IN","PDS000025037.42","Fall"
"environment",2,25,"FDA610697 7-1","PDT000121856.2","IN","PDS000025037.42","Fall"
"environment",0,23,"FDA610697 5-1","PDT000121857.2","IN","PDS000025037.42","Fall"
"environment",0,23,"FDA610697 32-1","PDT000121858.2","IN","PDS000025037.42","Fall"
"environment",1,24,"FDA610697 31-1","PDT000121859.2","IN","PDS000025037.42","Fall"
"environment",0,23,"FDA610697 27-1","PDT000121860.2","IN","PDS000025037.42","Fall"
"environment",0,23,"FDA610697 24-1","PDT000121861.2","IN","PDS000025037.42","Fall"
"environment",0,23,"FDA610697 22-1","PDT000121862.2","IN","PDS000025037.42","Fall"
"environment",0,23,"FDA610697 20-1","PDT000121863.2","IN","PDS000025037.42","Fall"
"environment",2,25,"FDA610697 14-1","PDT000121864.2","IN","PDS000025037.42","Fall"
"environment",3,24,"FDA610697 11-1","PDT000121865.2","IN","PDS000025037.42","Fall"
"sea_food",6,12,"FLAG-48684","PDT000121869.2","FL","PDS000006060.24","Winter"
"meat",11,20,"FLAG-47892","PDT000121873.2","FL","PDS000024556.1","Fall"
"other",0,25,"FLAG-74892","PDT000121875.2","FL","PDS000024385.7","Fall"
"poultry",0,25,"FLAG-74894","PDT000121876.2","FL","PDS000024385.7","Fall"
"other",1,28,"FLAG-46674","PDT000121877.2","FL","PDS000000366.504","Fall"
"other",5,30,"FLAG-46649","PDT000121878.2","FL","PDS000000366.504","Fall"
"sea_food",10,15,"FLAG-47815","PDT000121879.2","FL","PDS000024438.12","Fall"
"environment",1,11,"FDA917867-S18-6","PDT000122179.2","Other","PDS000000366.504","Winter"
"environment",1,12,"FDA917867-S51-1","PDT000122180.2","Other","PDS000000366.504","Winter"
"meat",12,28,"FDA934146-2-6","PDT000122181.2","OR","PDS000083553.8","Spring"
"environment",14,27,"FDA951826-FY16-3919-ENV-24","PDT000122183.2","GA","PDS000006072.13","Winter"
"environment",0,34,"FDA951826-FY16-3937-ENV-42","PDT000122185.2","GA","PDS000006072.13","Winter"
"environment",16,29,"FDA951826-FY16-3939-ENV-44","PDT000122187.2","GA","PDS000006072.13","Winter"
"environment",2,28,"FDA929089-63-01","PDT000123166.2","MI","PDS000024574.25","Winter"
"environment",3,28,"FDA611098 96-1","PDT000123172.2","IL","PDS000024196.41","Spring"
"environment",9,31,"FDA611098 93-1","PDT000123173.2","IL","PDS000024196.41","Spring"
"environment",4,4,"FDA951320-167","PDT000123419.2","NY","PDS000024685.58","Spring"
"environment",0,20,"FDA678861-24","PDT000123426.2","NY","PDS000025433.69","Spring"
"environment",0,20,"FDA678861-27","PDT000123429.2","NY","PDS000025433.69","Spring"
"environment",3,25,"FDA653815 54-4","PDT000115320.2","WI","PDS000025008.8","Winter"
"environment",1,24,"FDA653815 40-1","PDT000115321.2","WI","PDS000025008.8","Winter"
"environment",1,25,"FDA653815 39-1","PDT000115322.2","WI","PDS000025008.8","Winter"
"environment",0,4,"FDA938020-02","PDT000119828.2","NY","PDS000003244.67","Winter"
"environment",12,6,"FDA938020-04","PDT000119829.2","NY","PDS000000366.504","Winter"
"environment",2,2,"FDA938020-48","PDT000119830.2","NY","PDS000024856.163","Winter"
"environment",8,10,"FDA938020-49","PDT000119831.2","NY","PDS000024856.163","Winter"
"environment",3,4,"FDA938020-52","PDT000119832.2","NY","PDS000024856.163","Winter"
"environment",3,5,"FDA938020-53","PDT000119833.2","NY","PDS000024856.163","Winter"
"environment",1,0,"FDA938020-63","PDT000119835.2","NY","PDS000024856.163","Winter"
"environment",1,5,"FDA938021-102","PDT000119836.2","NY","PDS000003244.67","Spring"
"environment",1,6,"FDA938021-118","PDT000119842.2","NY","PDS000003244.67","Spring"
"environment",7,11,"FDA938021-131","PDT000119843.2","NY","PDS000003244.67","Spring"
"environment",2,19,"FDA934893-02","PDT000114400.2","NJ","PDS000000366.504","Winter"
"environment",1,18,"FDA934893-16","PDT000114401.2","NJ","PDS000000366.504","Winter"
"environment",1,18,"FDA934893-21","PDT000114402.2","NJ","PDS000000366.504","Winter"
"environment",2,20,"FDA934893-32","PDT000114403.2","NJ","PDS000000366.504","Winter"
"dairy",17,15,"ARS-CC9264","PDT000114437.2","VT","PDS000024967.100","Winter"
"dairy",16,23,"ARS-CC9271","PDT000114444.2","OH","PDS000024525.6","Winter"
"dairy",29,30,"ARS-CC9272","PDT000114445.2","WI","PDS000025008.8","Winter"
"dairy",0,19,"ARS-CC9248","PDT000114557.2","MI","PDS000003174.57","Winter"
"environment",10,16,"NYAG_16B01792_3","PDT000114558.2","Other","PDS000000366.504","Winter"
"environment",2,3,"NYAG_16B01803_7","PDT000114559.2","Other","PDS000024989.120","Winter"
"environment",3,8,"FDA932175-61-096","PDT000119886.2","WA","PDS000024856.163","Spring"
"environment",1,6,"FDA932175-66-117","PDT000119888.2","WA","PDS000024856.163","Spring"
"environment",1,8,"FDA932175-72-122","PDT000119889.2","WA","PDS000024856.163","Spring"
"environment",1,7,"FDA932175-73-137","PDT000119890.2","WA","PDS000024856.163","Spring"
"environment",1,5,"FDA932175-80-152","PDT000119891.2","WA","PDS000024856.163","Spring"
"environment",8,11,"FDA932175-81-162","PDT000119892.2","WA","PDS000024856.163","Spring"
"environment",3,8,"FDA932175-82-172","PDT000119893.2","WA","PDS000024856.163","Spring"
"environment",4,7,"FDA932175-85-187","PDT000119894.2","WA","PDS000024856.163","Spring"
"environment",6,9,"FDA932175-86-197","PDT000119895.2","WA","PDS000024856.163","Spring"
"environment",2,5,"FDA932175-87-211","PDT000119896.2","WA","PDS000024856.163","Spring"
"environment",6,9,"FDA932175-90-222","PDT000119897.2","WA","PDS000024856.163","Spring"
"environment",1,1,"FDA640331 66-1","PDT000119952.2","NJ","PDS000024625.12","Summer"
"environment",1,1,"FDA640331 52-6","PDT000119953.2","NJ","PDS000024625.12","Summer"
"environment",1,1,"FDA640331 49-6","PDT000119954.2","NJ","PDS000024625.12","Summer"
"environment",1,3,"FDA640331 48-6","PDT000119955.2","NJ","PDS000024625.12","Summer"
"environment",0,2,"FDA640330 38-8","PDT000119956.2","NJ","PDS000024625.12","Summer"
"environment",0,2,"FDA640330 37-8","PDT000119958.2","NJ","PDS000024625.12","Summer"
"environment",7,34,"FDA639438 92-1","PDT000119959.2","MI","PDS000083553.8","Winter"
"other",0,27,"FLAG-46675","PDT000113655.2","FL","PDS000000366.504","Fall"
"other",0,27,"FLAG-46676","PDT000113663.2","FL","PDS000000366.504","Fall"
"sea_food",10,25,"FLAG-50817A","PDT000113664.4","FL","PDS000024900.119","Winter"
"dairy",30,20,"ARS-CC9211","PDT000111464.2","CO","PDS000024934.85","Winter"
"dairy",0,19,"ARS-CC9221","PDT000111470.2","MI","PDS000003174.57","Winter"
"fruits",0,30,"CFSAN026580","PDT000111496.1","PA","PDS000000253.17","Fall"
"environment",2,6,"FDA938021-106","PDT000119837.2","NY","PDS000003244.67","Spring"
"environment",1,6,"FDA938021-107","PDT000119838.2","NY","PDS000003244.67","Spring"
"environment",0,4,"FDA938021-110","PDT000119839.2","NY","PDS000003244.67","Spring"
"environment",0,4,"FDA938021-111","PDT000119840.2","NY","PDS000003244.67","Spring"
"environment",8,12,"FDA938021-112","PDT000119841.2","NY","PDS000003244.67","Spring"
"environment",0,4,"FDA938021-144","PDT000119844.2","NY","PDS000003244.67","Spring"
"environment",0,4,"FDA938021-159","PDT000119845.2","NY","PDS000003244.67","Spring"
"environment",1,5,"FDA938021-161","PDT000119846.2","NY","PDS000003244.67","Spring"
"environment",4,7,"FDA932175-45-026","PDT000119882.2","WA","PDS000024856.163","Spring"
"environment",3,8,"FDA932175-52-056","PDT000119884.2","WA","PDS000024856.163","Spring"
"environment",5,8,"FDA932175-60-086","PDT000119885.2","WA","PDS000024856.163","Spring"
"environment",0,8,"FDA980726-101-A","PDT000154449.2","CO","PDS000003277.110","Fall"
"other",0,28,"FLAG-35236","PDT000156428.2","FL","PDS000000366.504","Summer"
"dairy",3,6,"FLAG-35268","PDT000156429.2","FL","PDS000024434.3","Summer"
"other",0,28,"FLAG-35232","PDT000156430.2","FL","PDS000000366.504","Summer"
"poultry",0,27,"FLAG-35085","PDT000156438.2","FL","PDS000083553.8","Summer"
"dairy",3,6,"FLAG-35267","PDT000156439.2","FL","PDS000024434.3","Summer"
"other",0,5,"FLAG-38772","PDT000156440.2","FL","PDS000024434.3","Fall"
"other",10,48,"C2014019058","PDT000157363.2","MN","PDS000024767.24","Fall"
"other",13,47,"C2014019055","PDT000157364.2","MN","PDS000024767.24","Fall"
"fruits",4,6,"C2013022206","PDT000157368.2","MN","PDS000024294.3","Fall"
"meat",0,4,"C2014021471","PDT000157372.2","MN","PDS000052407.17","Winter"
"dairy",0,0,"C2013013307","PDT000157373.2","MN","PDS000016149.19","Summer"
"vegetables",25,26,"C2010018742","PDT000157377.2","MN","PDS000024471.4","Summer"
"vegetables",11,4,"C2010015133","PDT000157378.2","MN","PDS000024471.4","Spring"
"dairy",3,26,"C2010002238","PDT000157381.2","MN","PDS000025113.12","Winter"
"poultry",6,30,"C2010003167","PDT000157382.2","MN","PDS000025113.12","Winter"
"environment",4,28,"C2010008489","PDT000157384.2","MN","PDS000025113.12","Spring"
"other",0,12,"15B05303-6","PDT000157423.2","NY","PDS000000366.504","Summer"
"dairy",1,1,"C2013013305","PDT000157434.2","MN","PDS000016149.19","Summer"
"poultry",19,18,"16B12404-1","PDT000158265.2","NY","PDS000024241.98","Fall"
"sea_food",24,20,"14B06703-1","PDT000158266.2","NY","PDS000003170.77","Summer"
"sea_food",0,23,"13B11436-4","PDT000158268.2","NY","PDS000004809.20","Fall"
"dairy",30,23,"14B04325C-4","PDT000158270.2","NY","PDS000024852.8","Spring"
"dairy",1,27,"FLAG-29604","PDT000158334.2","FL","PDS000000366.504","Winter"
"other",14,13,"C2010039004","PDT000158336.2","MN","PDS000024470.24","Fall"
"other",0,1,"FLAG-31314","PDT000158337.2","FL","PDS000000366.504","Spring"
"other",14,13,"C2010039005","PDT000158339.2","MN","PDS000024470.24","Fall"
"other",11,11,"C2010040393","PDT000158342.2","MN","PDS000024471.4","Winter"
"other",22,24,"C2010039002","PDT000158345.2","MN","PDS000024470.24","Fall"
"other",1,5,"C2010037692","PDT000158346.2","MN","PDS000006328.31","Fall"
"other",0,1,"FLAG-31312","PDT000158347.2","FL","PDS000000366.504","Spring"
"other",0,23,"FLAG-30901","PDT000158348.2","FL","PDS000024989.120","Winter"
"other",0,1,"FLAG-31313","PDT000158349.2","FL","PDS000000366.504","Spring"
"poultry",0,23,"FLAG-31231","PDT000158350.2","FL","PDS000024989.120","Spring"
"dairy",0,26,"FLAG-29605","PDT000158351.2","FL","PDS000000366.504","Winter"
"poultry",1,26,"FLAG-29611","PDT000158352.2","FL","PDS000000366.504","Winter"
"environment",2,9,"CFSAN051115","PDT000158405.2","MI","PDS000024934.85","Spring"
"environment",0,7,"CFSAN051117","PDT000158406.2","MI","PDS000024934.85","Spring"
"environment",0,8,"CFSAN051111","PDT000158407.2","MI","PDS000024934.85","Spring"
"environment",0,7,"CFSAN051114","PDT000158408.2","MI","PDS000024934.85","Spring"
"environment",1,8,"CFSAN051112","PDT000158409.2","MI","PDS000024934.85","Spring"
"environment",0,8,"CFSAN051107","PDT000158410.2","MI","PDS000024934.85","Spring"
"environment",0,7,"CFSAN051109","PDT000158411.2","MI","PDS000024934.85","Spring"
